employee_uuid,employee_id,name,department,role,office_location,work_start_time,work_end_time,allowed_devices,preferred_browser,preferred_os,vpn_probability,access_level,behavior_profile
cec68cfe-a3fd-47f0-aae6-3af6de46222e,EMP-0094,Erin Moss,Finance,Treasurer,Tokyo,10:00,19:00,DEV-0167,Chrome,Windows,0.15,Medium,"{""working_hours"": [10, 19], ""login_hour_distribution"": {""0"": 0.05, ""1"": 0.01, ""2"": 0.02, ""3"": 0.02, ""4"": 0.04, ""5"": 0.04, ""6"": 0.03, ""7"": 0.03, ""8"": 0.05, ""9"": 0.4, ""10"": 0.97, ""11"": 0.93, ""12"": 0.89, ""13"": 0.88, ""14"": 0.83, ""15"": 0.95, ""16"": 0.82, ""17"": 0.84, ""18"": 0.85, ""19"": 0.39, ""20"": 0.04, ""21"": 0.02, ""22"": 0.03, ""23"": 0.01}, ""resource_probabilities"": {""Payroll"": 0.33, ""FinanceDB"": 0.22, ""Email"": 0.71, ""GitHub"": 0.0, ""Jira"": 0.29, ""Slack"": 0.23, ""FileServer"": 0.35, ""HRPortal"": 0.0, ""CRM"": 0.0, ""AdminConsole"": 0.0, ""Servers"": 0.0, ""VPN"": 0.13, ""Confluence"": 0.25, ""Terminal"": 0.0, ""HRMS"": 0.0, ""EmployeeRecords"": 0.0, ""ERP"": 0.72, ""Accounting"": 0.93, ""Invoices"": 0.8, ""Meetings"": 0.02, ""Analytics"": 0.28, ""CampaignDashboard"": 0.0, ""Monitoring"": 0.0, ""Firewall"": 0.0}, ""browser_probabilities"": {""Chrome"": 0.6, ""Firefox"": 0.15, ""Edge"": 0.25, ""Safari"": 0.0}, ""device_probabilities"": {""Laptop"": 1.0}, ""average_session_length"": 58.7, ""session_length_stddev"": 8, ""average_actions"": 9, ""actions_stddev"": 3, ""average_sessions_per_day"": 3, ""remote_work_probability"": 0.25}"
2bacf712-d6a9-49e8-86d8-95e5219b606d,EMP-0095,Leonard Murray,HR,HR Coordinator,New York,10:00,19:00,DEV-0168,Firefox,Windows,0.05,Low,"{""working_hours"": [10, 19], ""login_hour_distribution"": {""0"": 0.04, ""1"": 0.03, ""2"": 0.04, ""3"": 0.05, ""4"": 0.03, ""5"": 0.02, ""6"": 0.05, ""7"": 0.03, ""8"": 0.03, ""9"": 0.31, ""10"": 0.93, ""11"": 0.96, ""12"": 0.88, ""13"": 0.92, ""14"": 0.9, ""15"": 0.96, ""16"": 0.89, ""17"": 0.84, ""18"": 0.82, ""19"": 0.28, ""20"": 0.03, ""21"": 0.02, ""22"": 0.01, ""23"": 0.03}, ""resource_probabilities"": {""Payroll"": 0.89, ""FinanceDB"": 0.0, ""Email"": 0.73, ""GitHub"": 0.0, ""Jira"": 0.02, ""Slack"": 0.23, ""FileServer"": 0.27, ""HRPortal"": 0.22, ""CRM"": 0.0, ""AdminConsole"": 0.0, ""Servers"": 0.0, ""VPN"": 0.29, ""Confluence"": 0.17, ""Terminal"": 0.0, ""HRMS"": 0.89, ""EmployeeRecords"": 0.9, ""ERP"": 0.0, ""Accounting"": 0.0, ""Invoices"": 0.0, ""Meetings"": 0.25, ""Analytics"": 0.0, ""CampaignDashboard"": 0.0, ""Monitoring"": 0.0, ""Firewall"": 0.0}, ""browser_probabilities"": {""Chrome"": 0.6, ""Firefox"": 0.15, ""Edge"": 0.25, ""Safari"": 0.0}, ""device_probabilities"": {""Laptop"": 1.0}, ""average_session_length"": 97.6, ""session_length_stddev"": 8, ""average_actions"": 22, ""actions_stddev"": 3, ""average_sessions_per_day"": 3, ""remote_work_probability"": 0.25}"
e1d55f85-6967-4586-b046-30085fa72012,EMP-0096,Elizabeth Lin,IT,IT Director,Tokyo,08:00,18:00,DEV-0169,Firefox,Linux,0.6,Critical,"{""working_hours"": [8, 18], ""login_hour_distribution"": {""0"": 0.04, ""1"": 0.04, ""2"": 0.02, ""3"": 0.01, ""4"": 0.04, ""5"": 0.03, ""6"": 0.04, ""7"": 0.35, ""8"": 0.92, ""9"": 0.85, ""10"": 0.92, ""11"": 0.9, ""12"": 0.85, ""13"": 0.83, ""14"": 0.81, ""15"": 0.82, ""16"": 0.82, ""17"": 0.88, ""18"": 0.31, ""19"": 0.04, ""20"": 0.03, ""21"": 0.02, ""22"": 0.02, ""23"": 0.05}, ""resource_probabilities"": {""Payroll"": 0.11, ""FinanceDB"": 0.34, ""Email"": 0.17, ""GitHub"": 0.13, ""Jira"": 0.21, ""Slack"": 0.1, ""FileServer"": 0.72, ""HRPortal"": 0.1, ""CRM"": 0.15, ""AdminConsole"": 0.81, ""Servers"": 0.9, ""VPN"": 0.82, ""Confluence"": 0.19, ""Terminal"": 0.27, ""HRMS"": 0.11, ""EmployeeRecords"": 0.12, ""ERP"": 0.29, ""Accounting"": 0.14, ""Invoices"": 0.17, ""Meetings"": 0.2, ""Analytics"": 0.24, ""CampaignDashboard"": 0.15, ""Monitoring"": 0.92, ""Firewall"": 0.76}, ""browser_probabilities"": {""Chrome"": 0.5, ""Firefox"": 0.5, ""Edge"": 0.0, ""Safari"": 0.0}, ""device_probabilities"": {""Laptop"": 1.0}, ""average_session_length"": 52.0, ""session_length_stddev"": 8, ""average_actions"": 5, ""actions_stddev"": 3, ""average_sessions_per_day"": 3, ""remote_work_probability"": 0.25}"
b6f56f1c-c4a5-41cd-b97f-49941f38df55,EMP-0097,Brian Silva,HR,Recruiter,Tokyo,09:00,18:00,DEV-0170,Firefox,Windows,0.05,Low,"{""working_hours"": [9, 18], ""login_hour_distribution"": {""0"": 0.02, ""1"": 0.04, ""2"": 0.01, ""3"": 0.04, ""4"": 0.02, ""5"": 0.03, ""6"": 0.05, ""7"": 0.05, ""8"": 0.24, ""9"": 0.93, ""10"": 0.93, ""11"": 0.9, ""12"": 0.82, ""13"": 0.89, ""14"": 0.85, ""15"": 0.86, ""16"": 0.81, ""17"": 0.92, ""18"": 0.44, ""19"": 0.02, ""20"": 0.03, ""21"": 0.01, ""22"": 0.04, ""23"": 0.03}, ""resource_probabilities"": {""Payroll"": 0.8, ""FinanceDB"": 0.0, ""Email"": 0.76, ""GitHub"": 0.0, ""Jira"": 0.05, ""Slack"": 0.25, ""FileServer"": 0.27, ""HRPortal"": 0.27, ""CRM"": 0.0, ""AdminConsole"": 0.0, ""Servers"": 0.0, ""VPN"": 0.14, ""Confluence"": 0.29, ""Terminal"": 0.0, ""HRMS"": 0.76, ""EmployeeRecords"": 0.82, ""ERP"": 0.0, ""Accounting"": 0.0, ""Invoices"": 0.0, ""Meetings"": 0.27, ""Analytics"": 0.0, ""CampaignDashboard"": 0.0, ""Monitoring"": 0.0, ""Firewall"": 0.0}, ""browser_probabilities"": {""Chrome"": 0.6, ""Firefox"": 0.15, ""Edge"": 0.25, ""Safari"": 0.0}, ""device_probabilities"": {""Laptop"": 1.0}, ""average_session_length"": 47.2, ""session_length_stddev"": 8, ""average_actions"": 29, ""actions_stddev"": 3, ""average_sessions_per_day"": 3, ""remote_work_probability"": 0.25}"
5b0334d8-0f4d-4c40-8f5f-9707a008ac20,EMP-0098,Steven Mills,Finance,Finance Analyst,Munich,08:00,17:00,DEV-0171,Chrome,Windows,0.15,Medium,"{""working_hours"": [8, 17], ""login_hour_distribution"": {""0"": 0.05, ""1"": 0.04, ""2"": 0.04, ""3"": 0.04, ""4"": 0.03, ""5"": 0.02, ""6"": 0.04, ""7"": 0.29, ""8"": 0.82, ""9"": 0.96, ""10"": 0.89, ""11"": 0.88, ""12"": 0.85, ""13"": 0.93, ""14"": 0.83, ""15"": 0.83, ""16"": 0.86, ""17"": 0.38, ""18"": 0.02, ""19"": 0.04, ""20"": 0.05, ""21"": 0.03, ""22"": 0.01, ""23"": 0.02}, ""resource_probabilities"": {""Payroll"": 0.17, ""FinanceDB"": 0.17, ""Email"": 0.79, ""GitHub"": 0.0, ""Jira"": 0.1, ""Slack"": 0.26, ""FileServer"": 0.19, ""HRPortal"": 0.0, ""CRM"": 0.0, ""AdminConsole"": 0.0, ""Servers"": 0.0, ""VPN"": 0.15, ""Confluence"": 0.1, ""Terminal"": 0.0, ""HRMS"": 0.0, ""EmployeeRecords"": 0.0, ""ERP"": 0.91, ""Accounting"": 0.89, ""Invoices"": 0.76, ""Meetings"": 0.04, ""Analytics"": 0.26, ""CampaignDashboard"": 0.0, ""Monitoring"": 0.0, ""Firewall"": 0.0}, ""browser_probabilities"": {""Chrome"": 0.6, ""Firefox"": 0.15, ""Edge"": 0.25, ""Safari"": 0.0}, ""device_probabilities"": {""Desktop"": 1.0}, ""average_session_length"": 69.3, ""session_length_stddev"": 8, ""average_actions"": 17, ""actions_stddev"": 3, ""average_sessions_per_day"": 3, ""remote_work_probability"": 0.25}"
7f5f61aa-aee7-47a5-8629-6fbe309b48dd,EMP-0099,Jamie Clark,IT,IT Director,San Francisco,09:00,19:00,DEV-0172;DEV-0173,Chrome,Linux,0.6,Critical,"{""working_hours"": [9, 19], ""login_hour_distribution"": {""0"": 0.02, ""1"": 0.01, ""2"": 0.04, ""3"": 0.01, ""4"": 0.05, ""5"": 0.02, ""6"": 0.01, ""7"": 0.01, ""8"": 0.25, ""9"": 0.81, ""10"": 0.92, ""11"": 0.87, ""12"": 0.89, ""13"": 0.91, ""14"": 0.91, ""15"": 0.81, ""16"": 0.84, ""17"": 0.93, ""18"": 0.8, ""19"": 0.43, ""20"": 0.04, ""21"": 0.05, ""22"": 0.04, ""23"": 0.03}, ""resource_probabilities"": {""Payroll"": 0.26, ""FinanceDB"": 0.19, ""Email"": 0.29, ""GitHub"": 0.32, ""Jira"": 0.31, ""Slack"": 0.3, ""FileServer"": 0.71, ""HRPortal"": 0.25, ""CRM"": 0.23, ""AdminConsole"": 0.88, ""Servers"": 0.91, ""VPN"": 0.72, ""Confluence"": 0.15, ""Terminal"": 0.23, ""HRMS"": 0.13, ""EmployeeRecords"": 0.16, ""ERP"": 0.2, ""Accounting"": 0.15, ""Invoices"": 0.26, ""Meetings"": 0.24, ""Analytics"": 0.34, ""CampaignDashboard"": 0.24, ""Monitoring"": 0.84, ""Firewall"": 0.89}, ""browser_probabilities"": {""Chrome"": 0.5, ""Firefox"": 0.5, ""Edge"": 0.0, ""Safari"": 0.0}, ""device_probabilities"": {""Desktop"": 0.2, ""Laptop"": 0.8}, ""average_session_length"": 94.3, ""session_length_stddev"": 8, ""average_actions"": 23, ""actions_stddev"": 3, ""average_sessions_per_day"": 3, ""remote_work_probability"": 0.25}"
b3da5808-756e-467d-acab-8b695ba37cb5,EMP-0100,Alexis Waters,Finance,Finance Director,New York,08:00,17:00,DEV-0174,Chrome,Windows,0.15,Critical,"{""working_hours"": [8, 17], ""login_hour_distribution"": {""0"": 0.03, ""1"": 0.04, ""2"": 0.03, ""3"": 0.03, ""4"": 0.05, ""5"": 0.05, ""6"": 0.03, ""7"": 0.45, ""8"": 0.95, ""9"": 0.87, ""10"": 0.91, ""11"": 0.95, ""12"": 0.86, ""13"": 0.84, ""14"": 0.9, ""15"": 0.87, ""16"": 0.9, ""17"": 0.39, ""18"": 0.02, ""19"": 0.03, ""20"": 0.05, ""21"": 0.01, ""22"": 0.01, ""23"": 0.02}, ""resource_probabilities"": {""Payroll"": 0.1, ""FinanceDB"": 0.13, ""Email"": 0.92, ""GitHub"": 0.0, ""Jira"": 0.1, ""Slack"": 0.35, ""FileServer"": 0.15, ""HRPortal"": 0.0, ""CRM"": 0.0, ""AdminConsole"": 0.0, ""Servers"": 0.0, ""VPN"": 0.18, ""Confluence"": 0.29, ""Terminal"": 0.0, ""HRMS"": 0.0, ""EmployeeRecords"": 0.0, ""ERP"": 0.94, ""Accounting"": 0.91, ""Invoices"": 0.93, ""Meetings"": 0.03, ""Analytics"": 0.24, ""CampaignDashboard"": 0.0, ""Monitoring"": 0.0, ""Firewall"": 0.0}, ""browser_probabilities"": {""Chrome"": 0.6, ""Firefox"": 0.15, ""Edge"": 0.25, ""Safari"": 0.0}, ""device_probabilities"": {""Desktop"": 1.0}, ""average_session_length"": 72.9, ""session_length_stddev"": 8, ""average_actions"": 8, ""actions_stddev"": 3, ""average_sessions_per_day"": 3, ""remote_work_probability"": 0.25}"
27f6a2ac-5b0c-4170-b5da-cbbe09a9161a,EMP-0101,Brooke Jackson,Sales,Account Executive,London,08:00,17:00,DEV-0175;DEV-0176,Chrome,macOS,0.7,Medium,"{""working_hours"": [8, 17], ""login_hour_distribution"": {""0"": 0.02, ""1"": 0.02, ""2"": 0.03, ""3"": 0.03, ""4"": 0.02, ""5"": 0.01, ""6"": 0.02, ""7"": 0.32, ""8"": 0.89, ""9"": 0.96, ""10"": 0.93, ""11"": 0.95, ""12"": 0.82, ""13"": 0.92, ""14"": 0.81, ""15"": 0.95, ""16"": 0.87, ""17"": 0.4, ""18"": 0.05, ""19"": 0.02, ""20"": 0.05, ""21"": 0.03, ""22"": 0.05, ""23"": 0.01}, ""resource_probabilities"": {""Payroll"": 0.0, ""FinanceDB"": 0.0, ""Email"": 0.89, ""GitHub"": 0.0, ""Jira"": 0.29, ""Slack"": 0.91, ""FileServer"": 0.0, ""HRPortal"": 0.0, ""CRM"": 0.93, ""AdminConsole"": 0.0, ""Servers"": 0.0, ""VPN"": 0.26, ""Confluence"": 0.26, ""Terminal"": 0.0, ""HRMS"": 0.0, ""EmployeeRecords"": 0.0, ""ERP"": 0.0, ""Accounting"": 0.0, ""Invoices"": 0.0, ""Meetings"": 0.71, ""Analytics"": 0.23, ""CampaignDashboard"": 0.0, ""Monitoring"": 0.0, ""Firewall"": 0.0}, ""browser_probabilities"": {""Chrome"": 0.5, ""Firefox"": 0.1, ""Edge"": 0.0, ""Safari"": 0.4}, ""device_probabilities"": {""Laptop"": 0.7, ""Mobile"": 0.30000000000000004}, ""average_session_length"": 45.1, ""session_length_stddev"": 8, ""average_actions"": 23, ""actions_stddev"": 3, ""average_sessions_per_day"": 3, ""remote_work_probability"": 0.25}"
b2a0f778-809d-4444-93ab-3cce264ae04f,EMP-0102,Steven Hill,Engineering,QA Engineer,San Francisco,08:00,17:00,DEV-0177;DEV-0178;DEV-0179,Firefox,macOS,0.45,Low,"{""working_hours"": [8, 17], ""login_hour_distribution"": {""0"": 0.05, ""1"": 0.04, ""2"": 0.03, ""3"": 0.01, ""4"": 0.03, ""5"": 0.04, ""6"": 0.02, ""7"": 0.28, ""8"": 0.89, ""9"": 0.93, ""10"": 0.9, ""11"": 0.85, ""12"": 0.87, ""13"": 0.88, ""14"": 0.93, ""15"": 0.94, ""16"": 0.89, ""17"": 0.25, ""18"": 0.03, ""19"": 0.03, ""20"": 0.03, ""21"": 0.05, ""22"": 0.03, ""23"": 0.02}, ""resource_probabilities"": {""Payroll"": 0.0, ""FinanceDB"": 0.0, ""Email"": 0.17, ""GitHub"": 0.81, ""Jira"": 0.87, ""Slack"": 0.84, ""FileServer"": 0.13, ""HRPortal"": 0.0, ""CRM"": 0.0, ""AdminConsole"": 0.0, ""Servers"": 0.0, ""VPN"": 0.2, ""Confluence"": 0.79, ""Terminal"": 0.75, ""HRMS"": 0.0, ""EmployeeRecords"": 0.0, ""ERP"": 0.0, ""Accounting"": 0.0, ""Invoices"": 0.0, ""Meetings"": 0.19, ""Analytics"": 0.0, ""CampaignDashboard"": 0.0, ""Monitoring"": 0.0, ""Firewall"": 0.0}, ""browser_probabilities"": {""Chrome"": 0.5, ""Firefox"": 0.1, ""Edge"": 0.0, ""Safari"": 0.4}, ""device_probabilities"": {""Laptop"": 2.333333333333333, ""Mobile"": -1.3333333333333328}, ""average_session_length"": 82.1, ""session_length_stddev"": 8, ""average_actions"": 29, ""actions_stddev"": 3, ""average_sessions_per_day"": 3, ""remote_work_probability"": 0.25}"
5987038a-fcd6-418e-ab54-500d4e089bb4,EMP-0103,Jon Schroeder,Finance,Finance Director,Munich,08:00,17:00,DEV-0180;DEV-0181,Firefox,Windows,0.15,Critical,"{""working_hours"": [8, 17], ""login_hour_distribution"": {""0"": 0.02, ""1"": 0.04, ""2"": 0.02, ""3"": 0.04, ""4"": 0.01, ""5"": 0.04, ""6"": 0.02, ""7"": 0.36, ""8"": 0.83, ""9"": 0.95, ""10"": 0.85, ""11"": 0.86, ""12"": 0.94, ""13"": 0.85, ""14"": 0.88, ""15"": 0.86, ""16"": 0.93, ""17"": 0.25, ""18"": 0.03, ""19"": 0.04, ""20"": 0.03, ""21"": 0.03, ""22"": 0.05, ""23"": 0.04}, ""resource_probabilities"": {""Payroll"": 0.27, ""FinanceDB"": 0.19, ""Email"": 0.93, ""GitHub"": 0.0, ""Jira"": 0.23, ""Slack"": 0.16, ""FileServer"": 0.12, ""HRPortal"": 0.0, ""CRM"": 0.0, ""AdminConsole"": 0.0, ""Servers"": 0.0, ""VPN"": 0.15, ""Confluence"": 0.27, ""Terminal"": 0.0, ""HRMS"": 0.0, ""EmployeeRecords"": 0.0, ""ERP"": 0.77, ""Accounting"": 0.82, ""Invoices"": 0.94, ""Meetings"": 0.01, ""Analytics"": 0.27, ""CampaignDashboard"": 0.0, ""Monitoring"": 0.0, ""Firewall"": 0.0}, ""browser_probabilities"": {""Chrome"": 0.6, ""Firefox"": 0.15, ""Edge"": 0.25, ""Safari"": 0.0}, ""device_probabilities"": {""Laptop"": 1.0}, ""average_session_length"": 82.9, ""session_length_stddev"": 8, ""average_actions"": 26, ""actions_stddev"": 3, ""average_sessions_per_day"": 3, ""remote_work_probability"": 0.25}"
04e25132-1b9e-45f9-9d41-9a675c375254,EMP-0104,Shannon Atkinson,Sales,Sales Manager,Tokyo,07:00,16:00,DEV-0182;DEV-0183;DEV-0184,Safari,macOS,0.7,High,"{""working_hours"": [7, 16], ""login_hour_distribution"": {""0"": 0.04, ""1"": 0.05, ""2"": 0.03, ""3"": 0.03, ""4"": 0.01, ""5"": 0.02, ""6"": 0.44, ""7"": 0.9, ""8"": 0.93, ""9"": 0.81, ""10"": 0.97, ""11"": 0.85, ""12"": 0.89, ""13"": 0.93, ""14"": 0.8, ""15"": 0.92, ""16"": 0.29, ""17"": 0.02, ""18"": 0.05, ""19"": 0.05, ""20"": 0.02, ""21"": 0.01, ""22"": 0.02, ""23"": 0.03}, ""resource_probabilities"": {""Payroll"": 0.0, ""FinanceDB"": 0.0, ""Email"": 0.95, ""GitHub"": 0.0, ""Jira"": 0.35, ""Slack"": 0.94, ""FileServer"": 0.0, ""HRPortal"": 0.0, ""CRM"": 0.94, ""AdminConsole"": 0.0, ""Servers"": 0.0, ""VPN"": 0.16, ""Confluence"": 0.19, ""Terminal"": 0.0, ""HRMS"": 0.0, ""EmployeeRecords"": 0.0, ""ERP"": 0.0, ""Accounting"": 0.0, ""Invoices"": 0.0, ""Meetings"": 0.8, ""Analytics"": 0.13, ""CampaignDashboard"": 0.0, ""Monitoring"": 0.0, ""Firewall"": 0.0}, ""browser_probabilities"": {""Chrome"": 0.5, ""Firefox"": 0.1, ""Edge"": 0.0, ""Safari"": 0.4}, ""device_probabilities"": {""Desktop"": 0.2222222222222222, ""Mobile"": 0.7777777777777778}, ""average_session_length"": 90.3, ""session_length_stddev"": 8, ""average_actions"": 21, ""actions_stddev"": 3, ""average_sessions_per_day"": 3, ""remote_work_probability"": 0.25}"
df695d17-9cc9-4aed-ad91-12c5f5ea4128,EMP-0105,Hannah Roberts,Engineering,QA Engineer,Tokyo,08:00,17:00,DEV-0185,Chrome,macOS,0.45,Low,"{""working_hours"": [8, 17], ""login_hour_distribution"": {""0"": 0.02, ""1"": 0.03, ""2"": 0.03, ""3"": 0.02, ""4"": 0.04, ""5"": 0.03, ""6"": 0.04, ""7"": 0.25, ""8"": 0.82, ""9"": 0.92, ""10"": 0.96, ""11"": 0.96, ""12"": 0.88, ""13"": 0.96, ""14"": 0.94, ""15"": 0.92, ""16"": 0.9, ""17"": 0.24, ""18"": 0.01, ""19"": 0.03, ""20"": 0.04, ""21"": 0.02, ""22"": 0.04, ""23"": 0.02}, ""resource_probabilities"": {""Payroll"": 0.0, ""FinanceDB"": 0.0, ""Email"": 0.11, ""GitHub"": 0.78, ""Jira"": 0.94, ""Slack"": 0.94, ""FileServer"": 0.18, ""HRPortal"": 0.0, ""CRM"": 0.0, ""AdminConsole"": 0.0, ""Servers"": 0.0, ""VPN"": 0.29, ""Confluence"": 0.91, ""Terminal"": 0.86, ""HRMS"": 0.0, ""EmployeeRecords"": 0.0, ""ERP"": 0.0, ""Accounting"": 0.0, ""Invoices"": 0.0, ""Meetings"": 0.28, ""Analytics"": 0.0, ""CampaignDashboard"": 0.0, ""Monitoring"": 0.0, ""Firewall"": 0.0}, ""browser_probabilities"": {""Chrome"": 0.5, ""Firefox"": 0.1, ""Edge"": 0.0, ""Safari"": 0.4}, ""device_probabilities"": {""Laptop"": 1.0}, ""average_session_length"": 26.7, ""session_length_stddev"": 8, ""average_actions"": 11, ""actions_stddev"": 3, ""average_sessions_per_day"": 3, ""remote_work_probability"": 0.25}"
06b4ed27-2f4b-4be8-a1ac-fdb51b555f6d,EMP-0106,Amy White,Sales,Sales Manager,Munich,09:00,18:00,DEV-0186,Chrome,Windows,0.7,High,"{""working_hours"": [9, 18], ""login_hour_distribution"": {""0"": 0.02, ""1"": 0.01, ""2"": 0.01, ""3"": 0.04, ""4"": 0.02, ""5"": 0.04, ""6"": 0.03, ""7"": 0.04, ""8"": 0.25, ""9"": 0.87, ""10"": 0.89, ""11"": 0.83, ""12"": 0.84, ""13"": 0.87, ""14"": 0.97, ""15"": 0.97, ""16"": 0.97, ""17"": 0.84, ""18"": 0.37, ""19"": 0.02, ""20"": 0.02, ""21"": 0.02, ""22"": 0.05, ""23"": 0.03}, ""resource_probabilities"": {""Payroll"": 0.0, ""FinanceDB"": 0.0, ""Email"": 0.85, ""GitHub"": 0.0, ""Jira"": 0.27, ""Slack"": 0.92, ""FileServer"": 0.0, ""HRPortal"": 0.0, ""CRM"": 0.92, ""AdminConsole"": 0.0, ""Servers"": 0.0, ""VPN"": 0.21, ""Confluence"": 0.29, ""Terminal"": 0.0, ""HRMS"": 0.0, ""EmployeeRecords"": 0.0, ""ERP"": 0.0, ""Accounting"": 0.0, ""Invoices"": 0.0, ""Meetings"": 0.85, ""Analytics"": 0.31, ""CampaignDashboard"": 0.0, ""Monitoring"": 0.0, ""Firewall"": 0.0}, ""browser_probabilities"": {""Chrome"": 0.6, ""Firefox"": 0.15, ""Edge"": 0.25, ""Safari"": 0.0}, ""device_probabilities"": {""Laptop"": 1.0}, ""average_session_length"": 89.2, ""session_length_stddev"": 8, ""average_actions"": 17, ""actions_stddev"": 3, ""average_sessions_per_day"": 3, ""remote_work_probability"": 0.25}"
926a4bd0-be12-4f8f-b06b-6c129c8b9550,EMP-0107,Justin Graham,Marketing,Marketing Coordinator,Munich,08:00,17:00,DEV-0187;DEV-0188,Edge,Windows,0.2,Low,"{""working_hours"": [8, 17], ""login_hour_distribution"": {""0"": 0.01, ""1"": 0.05, ""2"": 0.03, ""3"": 0.03, ""4"": 0.04, ""5"": 0.03, ""6"": 0.03, ""7"": 0.36, ""8"": 0.81, ""9"": 0.85, ""10"": 0.87, ""11"": 0.85, ""12"": 0.95, ""13"": 0.88, ""14"": 0.88, ""15"": 0.91, ""16"": 0.81, ""17"": 0.33, ""18"": 0.02, ""19"": 0.04, ""20"": 0.03, ""21"": 0.04, ""22"": 0.01, ""23"": 0.04}, ""resource_probabilities"": {""Payroll"": 0.0, ""FinanceDB"": 0.0, ""Email"": 0.93, ""GitHub"": 0.0, ""Jira"": 0.27, ""Slack"": 0.73, ""FileServer"": 0.03, ""HRPortal"": 0.0, ""CRM"": 0.81, ""AdminConsole"": 0.0, ""Servers"": 0.0, ""VPN"": 0.14, ""Confluence"": 0.25, ""Terminal"": 0.0, ""HRMS"": 0.0, ""EmployeeRecords"": 0.0, ""ERP"": 0.0, ""Accounting"": 0.0, ""Invoices"": 0.0, ""Meetings"": 0.28, ""Analytics"": 0.75, ""CampaignDashboard"": 0.81, ""Monitoring"": 0.0, ""Firewall"": 0.0}, ""browser_probabilities"": {""Chrome"": 0.6, ""Firefox"": 0.15, ""Edge"": 0.25, ""Safari"": 0.0}, ""device_probabilities"": {""Desktop"": 0.2, ""Laptop"": 0.8}, ""average_session_length"": 37.5, ""session_length_stddev"": 8, ""average_actions"": 27, ""actions_stddev"": 3, ""average_sessions_per_day"": 3, ""remote_work_probability"": 0.25}"
cbe68571-b622-418e-a83b-cc84a6091ad0,EMP-0108,Michael Cisneros,Sales,Account Executive,New York,07:00,16:00,DEV-0189;DEV-0190,Chrome,Windows,0.7,Medium,"{""working_hours"": [7, 16], ""login_hour_distribution"": {""0"": 0.02, ""1"": 0.03, ""2"": 0.03, ""3"": 0.04, ""4"": 0.03, ""5"": 0.05, ""6"": 0.29, ""7"": 0.87, ""8"": 0.94, ""9"": 0.96, ""10"": 0.9, ""11"": 0.92, ""12"": 0.83, ""13"": 0.96, ""14"": 0.83, ""15"": 0.93, ""16"": 0.3, ""17"": 0.02, ""18"": 0.04, ""19"": 0.03, ""20"": 0.04, ""21"": 0.01, ""22"": 0.02, ""23"": 0.02}, ""resource_probabilities"": {""Payroll"": 0.0, ""FinanceDB"": 0.0, ""Email"": 0.86, ""GitHub"": 0.0, ""Jira"": 0.16, ""Slack"": 0.81, ""FileServer"": 0.0, ""HRPortal"": 0.0, ""CRM"": 0.91, ""AdminConsole"": 0.0, ""Servers"": 0.0, ""VPN"": 0.24, ""Confluence"": 0.1, ""Terminal"": 0.0, ""HRMS"": 0.0, ""EmployeeRecords"": 0.0, ""ERP"": 0.0, ""Accounting"": 0.0, ""Invoices"": 0.0, ""Meetings"": 0.92, ""Analytics"": 0.16, ""CampaignDashboard"": 0.0, ""Monitoring"": 0.0, ""Firewall"": 0.0}, ""browser_probabilities"": {""Chrome"": 0.6, ""Firefox"": 0.15, ""Edge"": 0.25, ""Safari"": 0.0}, ""device_probabilities"": {""Laptop"": 0.7, ""Mobile"": 0.30000000000000004}, ""average_session_length"": 74.8, ""session_length_stddev"": 8, ""average_actions"": 20, ""actions_stddev"": 3, ""average_sessions_per_day"": 3, ""remote_work_probability"": 0.25}"
1453e17e-711e-4e6f-a8ff-ae1774283491,EMP-0109,Morgan Russo,Engineering,Architect,Munich,08:00,17:00,DEV-0191,Firefox,Linux,0.45,High,"{""working_hours"": [8, 17], ""login_hour_distribution"": {""0"": 0.03, ""1"": 0.03, ""2"": 0.04, ""3"": 0.01, ""4"": 0.02, ""5"": 0.04, ""6"": 0.01, ""7"": 0.41, ""8"": 0.92, ""9"": 0.95, ""10"": 0.85, ""11"": 0.97, ""12"": 0.81, ""13"": 0.88, ""14"": 0.83, ""15"": 0.92, ""16"": 0.91, ""17"": 0.37, ""18"": 0.03, ""19"": 0.04, ""20"": 0.02, ""21"": 0.03, ""22"": 0.03, ""23"": 0.05}, ""resource_probabilities"": {""Payroll"": 0.0, ""FinanceDB"": 0.0, ""Email"": 0.12, ""GitHub"": 0.77, ""Jira"": 0.79, ""Slack"": 0.79, ""FileServer"": 0.12, ""HRPortal"": 0.0, ""CRM"": 0.0, ""AdminConsole"": 0.0, ""Servers"": 0.0, ""VPN"": 0.21, ""Confluence"": 0.84, ""Terminal"": 0.77, ""HRMS"": 0.0, ""EmployeeRecords"": 0.0, ""ERP"": 0.0, ""Accounting"": 0.0, ""Invoices"": 0.0, ""Meetings"": 0.13, ""Analytics"": 0.0, ""CampaignDashboard"": 0.0, ""Monitoring"": 0.0, ""Firewall"": 0.0}, ""browser_probabilities"": {""Chrome"": 0.5, ""Firefox"": 0.5, ""Edge"": 0.0, ""Safari"": 0.0}, ""device_probabilities"": {""Laptop"": 1.0}, ""average_session_length"": 86.4, ""session_length_stddev"": 8, ""average_actions"": 13, ""actions_stddev"": 3, ""average_sessions_per_day"": 3, ""remote_work_probability"": 0.25}"
